Company,Domain,Role,Topic,Difficulty,Question,Ideal_Approach,Asked_In_BITS,,,,,Abbott
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Round,, SQL questions (Window functions),Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Round,, Statistics (basics),Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Round,, Data Interpretation,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Psychometric Assessment,, Pattern matching,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Psychometric Assessment,, Cognitive and critical thinking,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Psychometric Assessment,, English Skills,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,On-campus Assessment,, Python very basics,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,On-campus Assessment,, SQL basics,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,On-campus Assessment,, Statistics basics,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,On-campus Assessment,, Aptitude basics,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, Work-Ex explanation,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,," Python coding: Retrieval from DataFrame, first 4 letters from a column, slicing",Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,," SQL: Rolling sum of sales, weekly sum from sales data",Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, Why analytics,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, Project specific explanations,Answered,,,,,,
HSBC,Marketing Analytics,Senior Analyst,Technical Assessment Round 1,, Inventory Turnover Ratio formula and how to interpret it?,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Assessment Round 1,, Cash Conversion Cycle formula and how it should be interpreted?,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Assessment Round 1,, List down Principles of Accounting.,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Assessment Round 1,, Estimate the number of Two-Wheelers sold annually in India.,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Assessment Round 1,, How do you measure performance of a team/individual in context of banking operations?,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Assessment Round 1,," What metrics can you relate with ""revenue generation for the bank""?",Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Assessment Round 1,," Are you aware about the concept of ""Share of Wallet"" between Client and Us?",Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Assessment Round 1,, How many products are you aware of that are being offered by HSBC?,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Assessment Round 2,, What procedure do you follow while starting to analyze data.,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Assessment Round 2,, Have you encountered any other issues while dealing with data other than NULL values or duplicate values.,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Assessment Round 2,, What is the difference between a retail bank and a multinational bank?,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Assessment Round 2,, What are the sources of revenue for a multinational bank?,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Assessment Round 2,, What are Hedge Funds and do they come under multinational banks like HSBC?,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Assessment Round 2,, Do you have any questions for us?,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Assessment Round 2,, What is your understanding of the role?,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",HR Assessment Round 1,, Do you have any history associated to any Loan Default?,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",HR Assessment Round 1,, Are you aware about the stipend being offered and the duration and location of the PS internship?,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",HR Assessment Round 1,, Your Full Name,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",HR Assessment Round 1,," What qualities do you bring to HSBC as a candidate other than hardworking, passion, discipline?",Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",HR Assessment Round 1,, Have you encountered any bottleneck situation in your life and how did you deal with it.,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview R1,, CAPM (Definition + formula),Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview R1,, WACC,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview R1,, Join SQL query,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview R1,, Investment Banking Business Model,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview R1,, How to Detect seasonality?,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview R1,, How to check stationarity?,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview R1,, XGBoost vs Prophet Modeling,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview R1,, Explain your projects,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview R1,, Work ex related questions,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview R1,, Ensemble techniques,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview R1,, Unit root problem,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Interview,, Introduce yourself,Walked through the resume,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Interview,, What all ratios are you aware of?,Mentioned some corporate finance ratios,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Interview,, Systematic/unsystematic risk,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Interview,, Are you an Indian?,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, Describe your internship experience.,Shared key responsibilities and skills gained during internship.,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, What topics were covered in Predictive Analytics?,"Techniques: Logistic Regression, Random Forest. Focus on building, evaluating, predicting.",,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Managerial Interview Round,, Can you explain the Profit & Loss statement and mention some key line items?,"P&L summarizes revenues, costs, and expenses; highlighted salaries, bad debt, etc.",,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Managerial Interview Round,, Explain the CAPM Model.,Model is used to assess risk-adjusted return and support informed decision making.,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",HR Interview Round,, Why HSBC?,Explained growth opportunities and career advancement in the organization.,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",HR Interview Round,, Tell me about a challenging scenario you faced in work experience.,Described project bottleneck and elaborated approach to resolution.,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Online Assessment Round,,Psychometric test � Purpose: to evaluate if a candidate fits culture & role beyond academic/technical,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round 1,, Introduce Yourself,I introduce myself based on my profile.,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round 1,," Preference Quant Analyst, here for CIB Banking COO: why?",Create a story convincing why I am interested in this role.,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round 1,, Why MBA in Business Analytics?,Highlighted my interest towards data and analytics.,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round 1,," General awareness (HSBC head, RBI head, full form HSBC, latest news)",Unaware of HSBC head; answered on RBI head (Mr. Sanjay Malhotra).,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round 1,," Who is current Fed Chairman, opinion on Trump tariffs & impact on India",Jerome Powell; explained tariff impact on India.,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round 1,, Explain RBI monetary policy,"RBI manages money supply/credit/interest rates via repo, reverse repo, SLR, CRR, bank rate etc.",,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round 1,," What is repo rate, and current rate in India?","Rate RBI lends short-term money to banks. Answered 5%, actual 5.5%.",,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round 1,, Are you sure 5%?,"As much as I remember, it is 5%.",,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round 1,, What do you think RBI will do with the repo rate?,Created storyline to justify my argument.,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round 1,," Are you aware of financial modelling, and how do you do it?",Explained theoretical knowledge.,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round 1,," Test Excel skills � What is XLOOKUP, VLOOKUP, HLOOKUP?",Explained all functions.,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round 1,, What is NPV and IRR?,Defined both topics.,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,, What are the 3 financial statements and what is the relationship between them?,"P&L shows profit/loss, Cash flow shows net cash inflow/outflow, Balance Sheet is a snapshot of all transactions; cash flow is derived from P&L and Balance Sheet.",,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,, Where does the Net Profit go to on the Balance Sheet?,Retained Earnings on the Equity side.,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,, What are leverage ratios?,Debt to Equity and ICR,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,, What do you know about the role?,Assisting relationship managers with client needs on various HSBC products.,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview 2,, Name some HSBC products?,"GTS, GPS",,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview 2,, What is GTS?,Helps merchants mitigate risk via LCs and bridges liquidity crunch by supply chain financing.,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview 2,, How would you prioritize the clients?,Depending on the money they bring in and the time/resources they demand.,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Psychometric Assessment,," 100 questions, select 2 out of 3 statements that best describe you",Be consistent with the answers,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Group Discussion,,Is AI a job giver or taker?,Discussed,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,, Walk us through your resume,"Introduced self, highlighted technical skills and internship",,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,, Explain in detail what work you did during your internship,Explained python automation project,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,," Python questions (15, intermediate to high)","Asked for exact syntax, select columns 5-8, many coding questions; responded with code",,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,," SQL questions (8, intermediate)","Merge tables, window functions, usage of LIKE; responded with code",,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,," Finance Questions, Q1. Limitations of CAPM Model",Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,," Finance Questions, Q2. Formula of CAPM model",Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,," Finance Questions, Q3. What is Beta in the CAPM model?",Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,," Finance Questions, Q4. What is market risk?",Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,," Finance Questions, Q5. What is repo rate and reverse repo rate?",Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,," Finance Questions, Q6. What is wholesale banking?",Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,," Finance Questions, Q7. Loans come on which side of balance sheet?",Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,," Finance Questions, Q8. FDs come on which side of balance sheet?",Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,, Any questions for us?,Asked what is expected for PS; Advised to be comfortable with Python & basic finance,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",HR Round,, What are 2 skills you will bring to HSBC?,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",HR Round,, Bottleneck situation faced and how handled,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Interview Round 1,, Give your introduction,I have my introduction,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Interview Round 1,, What is leverage ratios,I told 4-5 leverage ratios with definition,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Interview Round 1,, Explain your projects.,I explained my projects,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Interview Round 1,, What you did in internship of COE,I explained that,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Interview Round 1,, How you allocated funds and approached this,Gave credits to prof for guidance and explained fund allocation,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview R1,," Three types of customers (A,B,C), update frequency, how to divide them",On basis of funds they bring,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview R1,, Introduction,I have my introduction,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Online Assessment Round,,Psychometric test (Select 2 out of 3 Options),Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Group Discussion Round,,AI - Job creator or destroyer,Discussed,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, Introduce yourself and walk me through your CV,Gave introduction,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, Describe your quant finance project,Prediction using LSTM,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, What is LSTM and Merton Model? Why did you use them?,Explained LSTM and Merton Model; interviewer corrected Brownian motion details,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, What was the underlying asset predicted?,CDS (Credit default Swaps),,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, What is CDS?,Explained CDS,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, What was the time period?,5 years (2020-2024),,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, Any specific CDS?,Tracked iTraxx and CDX indices,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,," What are iTraxx and CDX indices, difference?",Explained both indices and their composition,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, Business application? Did you make any?,Developed a long-short trading strategy,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, What is the behavior in long and short?,Explained with examples,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, What are futures and forwards?,Explained with examples,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, How do you settle these contracts?,Did not know,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, What is call and put?,Explained but was wrong; interviewer corrected,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, CAPM model?,Explained it,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, Sharpe Ratio?,"Did not remember; interviewer taunted ""should know""",,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, Explain 2nd project,Loan Default prediction model (Data Science),,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, How is your sql ?,Ok,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, SQL: query for employee database,Could not answer,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, How is your python ?,"Intermediate; degree in Mech Eng, core work, not advanced",,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, Libraries you know?,"Listed Pandas, Numpy, Scipy, Matplotlib, Seaborn, Plotly, etc.",,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, Dataframe: select columns 3-5; code,Used iloc and [2:4] but not exact code,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,," Subjects taken in semester, any finance?","Yes, Financial Analytics and Derivatives",,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, How much is left of this semester?,2.5 months,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, Interviewer: brush up on derivatives,Ok sir,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, Other subjects studied?,"FRSA, Corporate Finance, Predictive Analytics, Strategic Management",,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, What other tools do you know?,"PowerBI, Tableau, Excel, R, Alteryx",,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, Any questions for us?,"Asked about ""Wholesale Risk Analytics"" role, interviewer explained",,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview Round,, Please ask Abhijit to join next,"Ok sir, thank you",,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Assessment Round,, How would you efficiently handle large datasets that don't fit into memory using Pandas?,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Assessment Round,, DataFrame with customer transaction data. How would you calculate cumulative sum of sales for each customer over time?,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Assessment Round,, What is the difference between Market risk and credit risk?,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Psychometric Assessment,, Generic psychometric tests - Lot of questions,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Group Discussion,, AI is a job creator or Destroyer,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,, Basic bank functionalities.,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,, How bank reacts to some ratios and interest variations.,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,," Take any leverage ratio, explain significance and how it changes in different scenarios",Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,, Systematic and Unsystematic Risks,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,, Binning in SQL,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Group Discussion,,Is AI a job creator or a job destroyer,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,,How much do you rate your python skill,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,,"Pandas: How to access 5th row, 3rd column of a dataframe",Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,,How to append two dataframes,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,,Join with 5 columns of 1 row and 7 of another dataframe�how many columns?,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,,Name some python libraries,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,,How much do you rate your SQL skill,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,,SQL query: print rows with 3rd letter as b (Pattern Matching),Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,,What do you call % and _ in SQL,Wildcard characters (% and _),,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,,Write query for joining 2 tables,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,,What are derivatives,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,,Why do you call a Mutual fund 'Mutual'?,Answered,,,,,,
HSBC,Finance & Banking,"GGP Intern, CIB Banking Intern, CIB Operations Intern",Technical Interview,,What is systematic risk,Answered,,,,,,
HSBC,Finance,Analyst,Finance,Medium,What is the Inventory Turnover Ratio formula and how do you interpret it?,Explain formula (COGS / Avg Inventory) and implies efficiency of sales.,Yes,,,,,
HSBC,Finance,Analyst,Finance,Medium,Explain the Cash Conversion Cycle formula and its interpretation.,Days Inventory Outstanding + Days Sales Outstanding - Days Payable Outstanding.,Yes,,,,,
HSBC,Finance,Analyst,Finance,Medium,List the fundamental Principles of Accounting.,"Mention accrual, consistency, prudence, going concern, entity concept.",Yes,,,,,
HSBC,Consulting,Analyst,Guesstimate,Medium,Estimate the number of Two-Wheelers sold annually in India.,Population -> Target Segment -> Income Levels -> Replacement vs New Demand.,Yes,,,,,
HSBC,General,Analyst,Behavioral,Medium,How do you measure the performance of a team or individual in banking operations context?,"Mention KPIs like accuracy, turnaround time (TAT), customer satisfaction, and error rates.",Yes,,,,,
HSBC,Finance,Analyst,Finance,Medium,What metrics indicate effective revenue generation for a bank?,"NIM (Net Interest Margin), Fee-based income, Loan book growth, CASA ratio.",Yes,,,,,
HSBC,Product,Analyst,Product Management,Medium,Explain the concept of 'Share of Wallet' in banking.,Percentage of a customer's total spend/assets held with us vs competitors.,Yes,,,,,
HSBC,General,Analyst,General Awareness,Medium,What are the key products offered by HSBC?,"Retail Banking, Wealth Management, Commercial Banking, Global Banking & Markets.",Yes,,,,,
HSBC,Finance,Analyst,Finance,Medium,What is the difference between Market Risk and Credit Risk?,Market: Losses due to market factor movements. Credit: Default by counterparty.,Yes,,,,,
HSBC,Analytics,Analyst,General Awareness,Medium,Is AI a job creator or a job destroyer?,"Discuss automation vs augmentation, new roles created (ML Ops) vs redundant routine tasks.",Yes,,,,,
HSBC,Finance,Analyst,Finance,Medium,Differentiate between Systematic and Unsystematic Risk.,Systematic: Market-wide (non-diversifiable). Unsystematic: Company-specific (diversifiable).,Yes,,,,,
HSBC,Analytics,Analyst,SQL,Medium,Explain the concept of Binning in SQL.,Using CASE statements to categorize continuous variables into groups.,Yes,,,,,
HSBC,Analytics,Analyst,Python,Medium,How do you access the 5th row and 3rd column of a dataframe in Pandas?,"df.iloc[4, 2]",Yes,,,,,
HSBC,Analytics,Analyst,Python,Medium,How do you append two dataframes in Python?,"pd.concat([df1, df2]) or df1.append(df2) (deprecated).",Yes,,,,,
HSBC,Analytics,Analyst,Python,Medium,What happens to the columns if you join a dataframe with 5 columns and another with 7 columns?,"Depends on join type, generally 5+7 = 12 columns if no overlap/suffix handling.",Yes,,,,,
HSBC,Finance,Analyst,Finance,Medium,What are Derivatives in finance?,"Contracts deriving value from underlying assets (Options, Futures, Swaps).",Yes,,,,,
HSBC,Finance,Analyst,Finance,Medium,Why is a Mutual Fund called 'Mutual'?,Pooled money from many investors mutually shared for returns/risks.,Yes,,,,,
